sentence,label,id,token_count,char_count,avg_word_len,dep_depth,num_clauses,passive_voice_count,negation_count,hedge_count,num_financial_terms,num_entities,entity_density,flesch_reading_ease,flesch_kincaid_grade,complexity_score
Elcoteq expects its net sales for the last quarter of 2010 to be on the level of the third quarter .,neutral,2495,21,100,3.947,6,1,0,0,0,0,3,0.1429,80.79,6.96,0.150741477060972
"Elcoteq 's global service offering covers the entire lifecycle of products , from product development to after-market services .",neutral,2496,21,128,6.176,7,0,0,0,0,0,1,0.0476,5.45,16.72,0.1823253445823395
"ENP Newswire - 22 March 2011 Release date - 21032011 - A total of 13,000 Talvivaara Mining Company Plc 's new shares were subscribed for during the period between 1 January 2011 and 28 February 2011 under the company 's stock option rights 2007A .",neutral,2497,45,247,5.3,6,0,2,0,0,0,7,0.1556,33.16,18.82,0.2338199452457265
"EQ Bank forecasts Olvi 's net sales at EUR 67mn in the second quarter of 2009 , and operating profit at EUR 6.4 mn .",neutral,2498,25,116,4.053,5,0,0,0,0,2,5,0.2,73.14,8.77,0.13412525932965613
"Established in 1989 , CapMan manages Nordic buyout , mezzanine , technology , life science and real estate funds with approximately EURO 3 billion $ 4 billion in total capital .",neutral,2499,31,177,6.136,7,1,0,0,1,0,5,0.1613,15.64,17.29,0.2742420819046909
EUR 152.4 mn of this was net interest income .,neutral,2500,10,46,3.875,3,0,0,0,0,0,1,0.1,94.3,2.34,0.05734999642839395
"Exel 's board of directors will propose a dividend of 0.2 euro $ 0.3 per share for 2006 at the annual general meeting on April 19 , 2007 .",neutral,2501,29,138,4.45,6,0,0,0,0,1,4,0.1379,71.14,5.49,0.1304923148355198
Financing of the project will come mainly from China .,neutral,2502,10,54,4.889,4,0,0,0,0,0,1,0.1,66.1,6.28,0.08513612089420593
Finnish component supplier Componenta Corporation OMX Helsinki : CTH1V said on Monday 16 June that it is changing its pricing cycle due to the increase of raw material prices .,neutral,2503,30,176,5.308,7,1,0,0,0,0,3,0.1,27.34,16.4,0.22580887171412245
Finnish fibers and plastics producer Suominen Corporation OMX Helsinki : SUY1V reported on Wednesday 22 October an operating loss of EUR0 .8 m on net sales of EUR55 .2 m for the third quarter of 2008 .,neutral,2504,37,201,4.964,6,0,0,0,0,1,6,0.1622,57.22,8.18,0.1605903748322898
"Finnish Neste Oil that was previously on the list , has fallen off the list completely .",neutral,2505,17,88,4.667,5,1,0,0,0,0,1,0.0588,67.53,7.57,0.139888744471775
Finnish silicon wafer technology company Okmetic Oyj OMX Helsinki : OKM1V said on Wednesday 17 September that it will invest EUR6m in its sensor wafer business during 2009 .,neutral,2506,30,173,5.333,5,1,0,0,0,0,6,0.2,22.76,16.79,0.21510424431027628
"Finnish silicon wafers maker Okmetic Oyj said on September 17 , 2008 that it will invest a total of 15 mln euro $ 21.3 mln in its sensor wafer business .",neutral,2507,31,153,4.5,6,1,0,0,0,0,5,0.1613,62.7,7.99,0.17570942966110117
"Fiskars is also engaged in the global supply of marine and energy equipment solutions and services through its associated company , Wartsila Corporation .",neutral,2508,24,154,5.864,7,0,2,0,0,0,2,0.0833,7.61,17.66,0.19323912445960048
"Fiskars R , founded in 1649 , is one of the oldest companies in the world and is the largest manufacturer of lightweight stainless steel scissors in the U.S. .",neutral,2509,30,159,4.76,6,1,0,0,0,0,4,0.1333,57.23,11.98,0.19541858058164382
"FL Group 's private equity division manages all operating companies , including Icelandair Group , FL Travel Group , Bluebird and Sterling .",neutral,2510,23,140,6.222,6,0,0,0,0,1,5,0.2174,18.35,15.42,0.17273810577544224
"Following the acquisitions , Panostaja will establish a new business unit which will focus on heat treatment of metals .",neutral,2511,20,120,5.5,6,1,0,0,0,0,1,0.05,38.17,12.41,0.17837163492595906
"Following the demerger , the vice president of the group 's pharmaceutical trade in Finland , Jukka Niemi , will be appointed managing director of Oriola in addition to his current responsibilities .",neutral,2512,33,199,5.75,5,0,2,0,0,1,3,0.0909,5.28,19.73,0.20909094085420396
"Following the divestment , Fiskars 's Outdoor unit will comprise the brands Gerber , Silva and Buster , and will focus on multi-tools , knives , compasses , mobile lighting , pedometers , and aluminium boats .",neutral,2513,39,209,5.75,9,0,0,0,0,0,4,0.1026,27.34,16.4,0.22829346722197377
"Following the issue , the number of shares in the Swedish company will grow by 9 % .",neutral,2514,18,84,4.5,6,0,0,0,0,0,2,0.1111,67.53,7.57,0.12045920760037765
"Following the transaction , Tulikivi restructured its operations into the Soapstone Fireplaces Business , Natural Stone Product Business and Ceramic Products Business units .",neutral,2515,24,174,7.048,6,0,0,0,0,0,4,0.1667,0.21,18.45,0.19111489235489962
"For 2009 , net profit was EUR 3 million and the company paid a dividend of EUR 1.30 apiece .",neutral,2516,20,92,4.133,5,0,0,0,0,2,3,0.15,71.07,7.82,0.11928125698792487
"For 2009 , net profit was EUR3m and the company paid a dividend of EUR1 .30 apiece .",neutral,2517,19,84,3.846,5,0,0,0,0,2,4,0.2105,63.7,8.35,0.12021870651957861
"From 2003 on , the emphasis of Kyro 's strategy has been on Glaston 's growth .",neutral,2518,17,79,4.417,5,0,0,0,0,0,3,0.1765,73.17,6.78,0.10782494238844166
GE is building the facility with wind power developer Invenergy Wind LLC .,neutral,2519,13,74,5.083,5,0,0,0,0,0,2,0.1538,32.5,11.71,0.1268199662095011
"Glaston , headquartered in Tampere , Finland , is a growing and international glass technology company .",neutral,2520,17,104,6.462,5,1,0,0,0,0,3,0.1765,11.42,14.9,0.17965653961066388
Group net sales in the third quarter of 2007 totaled EUR 142.3 mn and operating profit EUR 4.3 mn .,neutral,2521,20,99,4.188,5,0,0,0,0,2,3,0.15,85.88,3.64,0.09660330559903597
"GS Engineering will install the valves at a liquefied natural gas LNG plant it has built for UAE LNG extraction and gas plants operator GASCO in Ruwais , UAE .",neutral,2522,30,159,4.571,8,1,0,0,0,0,5,0.1667,51.52,13.03,0.21393570798549
"GUANGDONG , October 26 , SinoCast -- Nokia Telecommunications Dongguan branch entered into a letter of intent to open a Nokia Class in Qingyuan Polytechnic , Qingyuan City of Guangdong Province .",neutral,2523,32,195,6.0,11,1,0,0,0,0,8,0.25,16.5,17.67,0.2622160573196184
"He joins Technopolis from KONE where he has held various positions within the Group , most recently as Director of Service Business and Business Development for KONE s Middle Eastern operations .",neutral,2524,32,195,5.4,9,1,0,0,0,0,5,0.1562,26.93,16.96,0.2455435479713278
High winds also toppled three semi-trailers on I-15 north of Barstow .,neutral,2525,14,70,4.818,5,0,0,0,0,0,3,0.2143,72.62,5.86,0.09701966945562512
HK Ruokatalo 's target is to know the consumers .,neutral,2526,10,49,4.625,3,1,0,0,1,1,1,0.1,66.1,6.28,0.14817030892839397
"Honkarakenne 's customer in this project is one of the biggest real estate companies in Kazakhstan , according to the company .",neutral,2527,22,127,5.368,5,0,0,0,0,0,2,0.0909,46.95,11.68,0.14409906625795071
"In 2007 , Etteplan had turnover of EUR125 .2 m.",neutral,2528,10,47,4.6,4,0,0,0,0,0,3,0.3,75.5,4.96,0.0779746625608726
"In 2007 , the Group 's net sales stood at EUR 42 million and it had about 1,445 employees .",neutral,2529,20,91,4.071,4,0,0,0,1,0,3,0.15,85.16,5.85,0.14384973321655734
In 2007 Etteplan reported a turnover of EUR125 .2 m.,neutral,2530,10,52,4.833,4,0,0,0,0,0,3,0.3,61.33,7.19,0.09007318686642814
"In 2008 , AVC Systemhaus had net sales of EUR 10 million USD 7.1 m .",neutral,2531,16,68,3.818,5,0,0,0,0,0,4,0.25,95.94,3.36,0.08733227039231763
In 2008 Stockmann earned 3.398 million lats in profit on 48.012 million lats in turnover .,neutral,2532,16,90,4.917,4,0,0,0,0,1,4,0.25,83.32,2.88,0.07831784731539455
"In 2010 , Sanoma Magazines expects net sales to be at the 2009 level .",neutral,2533,15,70,4.182,4,1,0,0,0,0,3,0.2,83.01,4.91,0.1151710954581594
"In addition , the company is considering the start of production in Russia .",neutral,2534,14,76,5.083,3,0,0,0,0,0,1,0.0714,39.56,10.72,0.11056634413511231
"In addition , the Kazakh delegation will visit Finland 's SITRA investment fund , Honkarakenne Ltd and Nokia headquarters to study TeliaSonera Ltd JSC 's activities .",neutral,2535,27,166,6.045,4,1,0,0,0,0,5,0.1852,13.28,17.37,0.20602673580053668
"In addition to its stake in MegaFon , Telecominvest currently owns 100 % of shares in Web Plus and St. Petersburg Payphones , 51 % in telecom equipment producer Peter-Servis and a number of other minor assets .",neutral,2536,40,210,5.129,8,0,0,0,0,0,9,0.225,49.09,10.51,0.19186590016895252
"In addition to verification of an identity and digital signatures , new state-approved Mobile ID enables to cast votes in elections as well .",neutral,2537,26,141,5.0,7,1,0,0,0,0,1,0.0385,26.84,14.98,0.21035294067407076
"In April 2010 , Olvi 's range of ciders will expand with a strawberry-rhubarb and an apple-pear cider in green bottles with a new shape .",neutral,2538,30,137,4.25,7,0,0,0,0,0,2,0.0667,69.68,9.5,0.16059619810301135
"In April-June 2008 , Scanfil 's net sales totalled EUR 58.7 mn and operating profit EUR 6.6 mn .",neutral,2539,21,96,4.429,4,0,0,0,0,2,4,0.1905,83.75,3.69,0.0924023010460147
"In Finland , Alma Media will focus on quality and developing chain operations .",neutral,2540,14,79,5.333,5,0,0,0,0,0,2,0.1429,18.41,13.67,0.13939163126118068
"In Finland , the five largest brands control 90 % of the beer market .",neutral,2541,15,70,4.636,4,0,0,0,0,0,3,0.2,81.86,4.82,0.08690503643038162
In July it and Quadriga Capital sold their Lewa GmbH pump-making business to Japan 's Nikkiso Co. .,neutral,2542,20,99,4.688,4,0,0,0,0,0,5,0.25,65.17,8.39,0.11596344849433511
In Sweden the agreement covers data communication services as well .,neutral,2543,11,68,5.7,3,0,0,0,0,0,1,0.0909,19.03,13.09,0.11761046356340689
"In the Czech Republic , the profiling unit at Ostrava will be closed and the machinery will be relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 2009 .",neutral,2544,40,205,4.486,7,0,4,0,0,0,7,0.175,34.38,17.66,0.224246876397585
"In the Czech Republic , the smaller profiling unit at Ostrava will be closed and the machinery will be gradually relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 2009 .",neutral,2545,42,223,4.676,7,0,4,0,0,0,7,0.1667,26.25,19.29,0.23696616136205528
"In the first quarter of 2008 , Sacanfil 's net sales totalled EUR 50.0 mn and its operating profit EUR 4.7 mn .",neutral,2546,23,111,4.353,4,0,0,0,0,2,4,0.1739,83.38,4.24,0.099262211010485
"In the third quarter of 2007 , net sales totaled EUR 25.95 mn , and operating profit EUR 3.88 mn .",neutral,2547,21,98,4.133,4,0,0,0,0,2,3,0.1429,84.9,3.65,0.09218528715712582
"Incap Contract Manufacturing Services Pvt Ltd , a subsidiary of Incap Corporation of Finland , is acquiring the manufacturing unit of the TVS Electronic Ltd at Tumkur , near Bangalore , for Rs40 crore .",neutral,2548,35,202,5.483,6,0,0,0,0,0,6,0.1714,-1.27,20.89,0.2256705690344862
"It comes complete with an LCD touch screen system for selection of your chosen function and prices start at around the pounds 4,805 mark .",neutral,2549,25,138,4.696,8,0,0,0,1,0,1,0.04,69.68,9.5,0.19898319869931425
"It grew in Finland , Norway , Denmark and the Baltic countries .",neutral,2550,13,64,4.9,6,0,0,0,0,0,4,0.3077,69.79,6.01,0.10230574345309085
It includes options for additional 30 communal building sites as well as construction supervision works for all construction sites .,neutral,2551,20,132,6.111,5,0,0,0,0,0,1,0.05,36.16,12.94,0.14705903476570267
"It is being developed by Symbian , the software licensing consortium led by Nokia .",neutral,2552,15,83,5.154,6,1,2,0,0,0,2,0.1333,30.95,12.17,0.16737962911200555
It is estimated that the consolidated turnover of Kausta Guder will reach Lt 53mn US$ 22.53 mn EUR 15.35 mn in 2007 .,neutral,2553,23,117,4.294,6,1,2,0,1,0,3,0.1304,72.49,4.97,0.18548767174766448
It is the first application in the market for invoice and purchase requisition approval with a mobile device .,neutral,2554,19,110,5.056,6,0,0,0,0,0,1,0.0526,42.87,11.75,0.14507514348539058
"It now owns 80,565 shares in Amer Sports Corporation , equaling 0.11 % of the company 's share capital and voting rights .",neutral,2555,23,122,5.0,6,1,0,0,0,0,3,0.1304,65.56,6.6,0.15266432105322003
It posted a turnover of 4.5 mln euro $ 6.1 mln and an operating profit of 1.5 mln euro $ 2.0 mln for 2006 .,neutral,2556,25,107,3.765,6,0,0,0,0,2,5,0.2,83.16,2.75,0.10787492546213477
Ixonos will finance the acquisition through a 3.8 mln euro $ 5.2 mln loan .,neutral,2557,15,75,4.818,5,0,0,0,0,1,3,0.2,85.3,2.44,0.08040296645174916
J+ñrvi-Suomen Portti is also planning to reduce the use of sodium nitrite .,neutral,2558,15,75,4.583,5,1,0,0,0,0,1,0.0667,53.66,8.76,0.14246893867397137
"Karachi , Sept. 14 -- Ixonos , a world leader in the development and integration of solutions for handheld devices , announced that it is implementing a touch screen mobile user interface solution for the Intel Atom processor Z6xx based smartphones .",neutral,2559,42,250,5.647,9,1,0,0,0,0,6,0.1429,18.37,19.89,0.2808196602936792
Kauko-Telko 's centralized administration will be dissolved and appropriate parts of it will be transferred to operating activities and Group administration by the end of the year .,neutral,2560,30,181,5.556,6,0,4,0,0,1,5,0.1667,29.03,15.92,0.18901667085942161
"Kemira 's R&D organization comprises approximately 750 people , the company said .",neutral,2561,13,82,7.5,4,1,0,0,1,0,2,0.1538,3.4,15.52,0.21052472716035578
L&T also acquired a 50 pct stake in local sector company Salvor Oy at the beginning of September 2007 .,neutral,2562,20,103,4.625,6,0,0,0,0,0,4,0.2,53.97,10.45,0.13996017659262572
"Latin America currently accounts for approximately 40 % of sales at Tecnotree , company president and CEO Eero Mertano recently told BNamericas .",neutral,2563,23,145,6.211,7,1,0,0,1,0,5,0.2174,8.88,16.99,0.25711060176903205
"LCS 's services cover the whole life cycle of software and information systems , from process modelling and tailored software development , to hosting services , solution management , maintenance and support .",neutral,2564,33,209,6.296,7,0,0,0,0,0,1,0.0303,6.19,19.35,0.21984982173027234
Lieksaare Oy has earlier been regarded under the control of Saarelainen Oy and the individual shareholders under the shareholder agreement .,neutral,2565,21,140,5.95,8,0,2,0,0,0,2,0.0952,21.57,15.22,0.1805975801592626
"Liquid handling products include electronic and mechanical pipettes , disposable tips as well as pipette maintenance and calibration services for research institutions , healthcare and industrial laboratories .",neutral,2566,28,210,7.2,8,0,0,0,0,0,0,0.0,-14.81,21.54,0.22845166607657527
"ADP News - Jan 13 , 2009 - Finnish industrial and environmental measurement equipment maker Vaisala Oyj OMX : VAIAS said yesterday it will develop an operational reference radiosonde for climate change observations .",neutral,2567,34,216,6.37,6,1,0,0,0,0,5,0.1471,8.2,19.32,0.24299256717725104
"ADPnews - Dec 23 , 2009 - Norwegian financial services group SpareBank 1 Gruppen AS OSL : SBGRP said its board of directors appointed today Jarle Haug managing director of its claims collection subsidiary SpareBank 1 Gruppen Finans",neutral,2568,38,231,6.067,7,1,0,0,0,0,7,0.1842,15.57,19.53,0.25829408448867025
M+ñkel+ñ is demanding a new Board for the company as well as discussions on the merger of Alma media and media company Talentum .,neutral,2569,24,129,4.409,9,0,0,0,0,1,3,0.125,40.04,13.39,0.18289340464122442
Marathon estimates the value of its remaining stake in Protalix at $ 27 million .,neutral,2570,15,81,5.25,5,0,0,0,0,0,3,0.2,43.96,10.36,0.12337171645174916
Margin call of Zanadvorov has given the chance to make such purchase under the credit of Deutsche Bank for USD 560 million .,neutral,2571,23,124,4.667,7,1,0,0,0,1,4,0.1739,72.99,8.54,0.16959975107458755
Marimekko is considering further measures in the matter .,neutral,2572,9,57,6.0,4,0,0,0,0,0,1,0.1111,50.67,8.18,0.0935062961203041
Marketing will use Tikkurila 's existing infra structure and local knowledge in Russia .,neutral,2573,14,88,6.0,3,0,0,0,0,0,2,0.1429,43.96,10.36,0.10861321913511231
"Metsaliitto will sell 1.1 million B shares of Neomarkka , accounting for about 18.3 pct of Neomarkka 's equity and about 12.7 pct of the voting rights .",neutral,2574,28,152,5.0,7,1,0,0,2,0,6,0.2143,66.83,5.55,0.2464012186940966
"Moreover , Konecranes and Kito intend to transfer the hoist distribution business of Konecranes ' Japanese joint venture MHS Konecranes to Kito .",neutral,2575,23,145,6.0,6,1,0,0,1,0,6,0.2609,46.95,11.68,0.22189175160877558
"Most of the growth in beer consumption took place in the Far East , Latin America and Africa .",neutral,2576,19,94,4.353,6,0,0,0,0,0,3,0.1579,65.17,8.39,0.12684597681872392
"Most of the raw materials come from Europe and the US and are paid in euros or US dollars , while sales take place in rubles .",neutral,2577,27,126,3.92,5,1,1,0,0,0,3,0.1111,73.17,9.26,0.16843742623857086
"Most recently , he founded Virent Energy Systems , Inc. , an 80 person catalytic biofuels company , where , as president and CEO , he led the company through multiple financings , defined the company 's market strategy , and secured the company 's first customers .",neutral,2578,48,265,5.686,6,1,0,0,0,0,3,0.0625,30.86,13.8,0.24017643345632078
"Motorola accounted for 11.5 percent of the South Korean handset market as of the end of April , Samsung held 55 percent and LG Electronics 19 percent , according to Korea-based ATLAS Research Group .",neutral,2579,37,199,5.1,7,1,0,0,0,0,10,0.2703,45.19,10.93,0.2096981138814351
"Motorola Inc. of the United States came second with shipments of 217.4 million units for a 21.3 percent market share , followed by South Korea 's Samsung Electronics Co. with shipments of 118.0 million units for an 11.6 percent share .",neutral,2580,41,235,5.188,9,1,0,0,0,0,9,0.2195,67.91,5.4,0.20026839454755518
Mr Jortikka is president of the base metal division of Outotec Oyj in Finland and is on the executive committee of Outotec .,neutral,2581,23,124,4.591,6,0,0,0,0,0,4,0.1739,38.38,13.37,0.1616161439698867
Mr K.R. Vasantha has been appointed Managing Director of Incap Contract Manufacturing Services Pvt. Ltd. .,neutral,2582,17,106,6.231,4,0,2,0,0,0,2,0.1176,-0.15,17.01,0.1569159880615186
Mr. Doring has been with Eaton since 1989 and acted as the Business Unit Manager for Eaton 's Power Controls Business Unit since January 2007 .,neutral,2583,26,143,4.952,7,0,0,0,0,0,6,0.2308,42.72,13.51,0.1745999024796263
Mr. Koistinen joins from Nokia Siemens Networks where he has held various senior sales management and business development positions since 1997 .,neutral,2584,22,145,6.105,7,1,0,0,0,0,3,0.1364,32.43,13.95,0.19701289505068575
"Mr. McDonald started the evening with his own set , featuring hits from his solo career and his Doobie Brothers years and a selection of R&B cover songs that met with mixed results .",neutral,2585,34,182,4.7,11,2,0,0,0,0,3,0.0882,47.46,14.59,0.2771597346451998
News Corp. 's MySpace.com Web site will display submissions for the expanded Broadband Emmy Awards as part of an effort to identify aspiring video artists .,neutral,2586,26,156,5.091,7,1,0,0,0,0,3,0.1154,32.56,14.93,0.21008167331295965
No changes regarding the Virala Oy Ab s ownership of shares of Tiimari has taken place .,neutral,2587,17,88,4.438,7,0,0,1,0,0,2,0.1176,63.7,8.35,0.21249658368117672
No financial details of the deployment were disclosed .,neutral,2588,9,55,5.75,4,0,2,1,0,0,0,0.0,50.67,8.18,0.17683962945363743
No financial or pricing details were disclosed .,neutral,2589,8,48,5.714,3,0,2,1,0,0,0,0.0,54.7,7.37,0.164096857297257
No planned closing date was provided .,neutral,2590,7,38,5.167,2,0,2,1,1,0,0,0.0,73.85,4.45,0.18157326916865435
No service pricing details were disclosed .,neutral,2591,7,43,6.0,3,0,2,1,0,0,0,0.0,59.75,6.42,0.15700479294002187
"Nordea Bank AB publ holds 6.000 Alma Media shares , representing 0.008 % of share capital and voting rights .",neutral,2592,20,109,5.133,6,1,0,0,0,0,4,0.2,71.7,4.67,0.13637944742595906
Nordea Pankki Suomi Oyj 's ownership in Stonesoft Corporation has decreased below 1-20 .,neutral,2593,16,88,6.182,4,0,0,1,0,0,3,0.1875,43.96,10.36,0.2022327778709501
Nordea will coordinate the syndicated loan .,neutral,2594,7,44,6.167,2,0,0,0,0,0,1,0.1429,31.55,10.35,0.08858281777976545
Nordstjernan has used its option to buy another 22.4 % stake of Salcomp 's shares and votes .,neutral,2595,18,93,4.857,6,1,0,0,0,0,3,0.1667,77.1,4.49,0.131526915933711
N-Viro operates processing facilities independently as well as in partnership with municipalities .,neutral,2596,15,99,6.538,5,0,0,0,0,0,3,0.2,-23.9,19.57,0.17333916436841582
"Okmetic closed its plant in Espoo in early 2004 , and all production lines from the site were moved to Okmetic 's plants in Vantaa , Finland and Texas , USA .",neutral,2597,32,158,4.5,7,0,2,0,0,0,8,0.25,54.54,12.61,0.18134499695637052
"Okmetic has a global customer base and sales network , production plants in Finland and the US and contract manufacturers in Japan and China .",neutral,2598,25,142,5.043,6,0,0,0,0,0,5,0.2,40.04,13.39,0.16560061990657923
"On preliminary estimate , the hotel will operate under the brand Novotel .",neutral,2599,13,74,5.455,3,0,0,0,0,1,1,0.0769,18.78,13.37,0.12300552977787715
One of the largest projects of the magazine division of SanomaWSOY - Sanoma Magazines International in 2006 became launch of the Russian magazine Gloriya .,neutral,2600,25,155,5.682,8,0,0,0,0,0,5,0.2,32.68,14.41,0.18395498689375875
"Operating profit of operations in Finland in the period under review totaled EUR 11.3 mn , remaining at the 2005 level .",neutral,2601,22,120,4.944,5,1,0,0,0,2,3,0.1364,44.41,9.55,0.16032085445239516
OP-Pohjola Group 's capital adequacy ratio under the Act on Credit Institutions stood at 12.1 % and Tier 1 ratio at 12.1 % .,neutral,2602,26,124,4.778,6,0,0,0,0,0,4,0.1538,43.09,9.86,0.1483871287082588
"Our customers include companies in the energy and process industry sectors , in particular .",neutral,2603,15,92,5.846,6,0,0,0,0,0,0,0.0,11.42,14.9,0.15441304925089447
"Our key geographical markets are Europe , Russian Federation , Middle-East , South-Africa and Japan .",neutral,2604,20,101,5.714,3,0,0,0,0,0,9,0.45,18.41,13.67,0.13819902541741205
Our tools are specifically designed with the needs of both the business users and ICT experts in mind .,neutral,2605,19,103,4.667,6,0,2,0,0,0,0,0.0,66.37,8.47,0.12728000459650168
"Outotec 's delivery covers the engineering , supply and construction of a circulating fluid bed calcination plant with a capacity of 1,600 tons of alumina per day .",neutral,2606,28,164,5.333,7,0,0,0,0,0,2,0.0714,17.75,17.24,0.1987124166107633
"OVA Press has a 60 % stake in the joint venture , while IMSM holds a 40 % stake .",neutral,2607,20,81,3.857,4,1,0,0,0,0,4,0.2,95.42,3.93,0.11954417766100178
"Panostaja owns a 68.77 pct of share capital and the voting rights of Suomen Helasto shares following an exchange of shares which was carried out on May 30 , 2007 .",neutral,2608,31,163,4.615,6,1,2,0,1,0,4,0.129,78.35,5.93,0.20619988104999007
"Paper company M-real calculated that if 100,000 biscuit cartons are made using a 25gsm lighter board , the CO2 saved over the course of 12 months would be equal to that generated by driving 1,000 km by car .",neutral,2609,41,207,4.364,9,5,2,0,1,0,4,0.0976,45.81,16.06,0.41088037371422176
Part of the reductions will be made through retirement arrangements .,neutral,2610,11,69,5.8,4,0,2,0,0,0,0,0.0,52.87,8.37,0.09841308108477438
"Payment for acquired shares will be made in cash , and the price per share will be EUR 1 plus an administration fee .",neutral,2611,24,117,4.333,4,0,2,0,0,0,1,0.0417,72.99,8.54,0.12452918856216459
Pharmaceutical market in Czech Republic Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Czech Republic .,neutral,2612,23,161,6.524,6,0,0,0,1,1,3,0.1304,-7.85,19.57,0.23691996341433116
Pharmaceutical market in Italy Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Italy .,neutral,2613,21,143,6.368,5,0,0,0,1,1,3,0.1429,-17.27,20.39,0.23108252273404895
Pharmaceutical market in Netherlands Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Netherlands .,neutral,2614,21,155,7.0,5,0,0,0,1,1,3,0.1429,-17.27,20.39,0.23108252273404895
"Previously , it projected the figure to be slightly lower than in 2009 .",neutral,2615,14,72,4.818,5,1,0,0,1,0,1,0.0714,53.66,8.76,0.182197620844514
"Previously , the company expected its 2008 financial performance to remain at the same level as in 2008 .",neutral,2616,19,105,5.133,6,1,0,0,1,0,2,0.1053,40.29,11.86,0.21511637612427945
Profit after taxes totaled EUR 12.1 mn .,neutral,2617,8,40,4.667,3,0,0,0,0,1,1,0.125,66.79,5.68,0.07159468715836813
QPR ProcessGuide is available as a system solution with centralized storage and management of process content as well as a standalone desktop version ; QPR ProcessGuide Xpress .,neutral,2618,28,177,5.692,8,0,0,0,0,0,2,0.0714,30.77,15.43,0.19530279454879748
"Quartal Oy now owns 2,094,063 shares in Satama Interactive Plc , which represents 5,19 per cent of the share capital and voting rights .",neutral,2619,24,136,4.9,7,1,0,0,0,0,4,0.1667,57.61,10.69,0.18320223209848938
Renesas Mobile Europe Ltd has approximately 470 employees in Oulu .,neutral,2620,11,67,5.889,3,0,0,0,1,0,3,0.2727,10.56,14.27,0.16567903995229577
Rihko started to manage Raisio 's Benecol business in summer 2006 after heading tobacco company Altadis ' European operations .,neutral,2621,20,127,6.25,6,1,0,0,0,0,6,0.3,24.06,14.37,0.18900531548151464
Rimi supermarket is the key customer in Magistral center .,neutral,2622,10,58,5.333,4,0,0,0,0,0,2,0.2,37.9,10.21,0.10645773547753927
"Rimvesta is now controlled by the Estonian-owned real estate development company ELL Nekilnojamas Turtas , which a member of Merko , the largest construction group in the Baltic countries .",neutral,2623,32,189,5.571,9,1,2,0,0,0,5,0.1562,29.03,15.92,0.23990118686021666
"Risto Raty , Tekla 's executive vice president , said that Tekla Structures and ArchiCAD will cover the entire design and documentation workflow throughout a construction project .",neutral,2624,28,180,6.167,4,1,0,0,0,0,4,0.1429,25.8,15.87,0.1998266994633274
"Rohwedder Group is an automotive supplies , telecommunications and electronics industry provider for customers in Europe , North America and Asia .",neutral,2625,22,147,6.474,7,0,0,0,0,0,4,0.1818,-12.82,19.77,0.20081063810624133
RSA 's shares closed at 156.9 p at the time of going to press .,neutral,2626,15,63,3.417,6,0,0,0,0,0,2,0.1333,109.09,-0.22,0.07238179925089445
Rubin says he expects Capman to announce 1-2 additional transactions in 2009 .,neutral,2627,15,78,5.8,4,2,0,0,0,0,6,0.4,46.61,9.74,0.16915330031927053
Russia 's Video International Group holds a controlling stake in Russian Media Ventures .,neutral,2628,14,89,6.083,4,0,0,0,0,0,3,0.2143,24.44,13.08,0.12978041998981318
"Sampo Group that has become a major shareholder in Nordea owns TrygVesta 's main competitor , If P & C Insurance .",neutral,2629,22,114,4.889,5,1,0,0,0,0,4,0.1818,53.97,10.45,0.16520366695239516
Scanfil holdings include 100 % of contract electronics manufacturer Scanfil EMS Group .,neutral,2630,13,87,7.0,6,0,0,0,0,0,3,0.2308,18.78,13.37,0.1422362990086464
"Since the registration of the shares subscribed in a directed share issue , the new number of Panostaja shares and voting rights is 41,733,110 .",neutral,2631,25,144,4.909,8,1,0,0,0,0,2,0.08,58.43,10.82,0.1922557681437587
"Stora Enso 's business in North America has annual capacity of about 3 million tons and employs about 4,350 people .",neutral,2632,21,116,5.118,5,0,0,0,2,0,5,0.2381,34.26,13.45,0.23509727967849336
Stora Enso will receive a 19.9 pct equity interest in the combined company .,neutral,2633,14,76,4.833,4,0,0,0,0,0,2,0.1429,57.07,6.91,0.09630602762870207
Stora is due to release its fourth-quarter and 2009 full-year earnings on Feb. 4 .,neutral,2634,19,82,4.308,6,1,0,0,0,1,4,0.2105,53.64,9.26,0.15934380667983503
Storengy is the GDF SUEZ company that is dedicated to the underground storage of natural gas .,neutral,2635,17,94,4.812,7,1,2,0,0,0,2,0.1176,47.83,10.56,0.16893104548673224
Talentum acquired a 47.5 pct stake in Varesvuo Partners in 1997 and the remaining in 2002 and 2005 .,neutral,2636,19,100,4.643,4,0,0,0,0,0,6,0.3158,80.2,4.31,0.09189004733154443
"Technopolis has set aside a plot of land measuring 4.6 hectares to build the park , Mikkonen said .",neutral,2637,19,99,4.75,5,3,0,0,0,0,3,0.1579,73.8,5.08,0.1858111544362453
